ID,Area,City,Restaurant,Price,Avg ratings,Total ratings,Food type,Address,Delivery time
320194,Alwarpet,Chennai,Lola'S Pizzeria,1200,4.6,500,"Pizzas,Italian",Alwarpet,71
320326,Egmore,Chennai,Grill Wagon,200,2.9,80,Indian,Nungambakkam,49
320960,Purasaiwakkam,Chennai,That Waffle Place!,200,4.5,100,Desserts,Purasaiwakkam,49
321070,Thousand Lights,Chennai,Mount Road Social,600,4.3,100,"Indian,Chinese,South Indian,American,Fast Food,Kebabs,Mughlai,Biryani,Combo",E Hotel,52
321082,Triplicane,Chennai,Sha Cafe,70,2.9,80,"Beverages,Snacks,Cafe,Indian,Chinese,Tandoor,Kebabs",Royapettah,58
321529,Kilpauk,Chennai,Vadilal Ice Creams,300,2.9,80,Desserts,Kilpauk,46
321801,Triplicane,Chennai,Cake Galatta,100,2.9,80,"Desserts,Bakery,Continental,Pizzas",Royapettah,43
322555,Teynampet,Chennai,Fabelle Chocolates - Itc Welcomhotel,600,4.6,50,"Bakery,Desserts,Sweets",Cathedral Road,59
323040,Anna Nagar,Chennai,Ram'S Tea House,100,4.6,50,Beverages,Annanagar,69
323161,Shenoy Nagar,Chennai,Just 79/- Only,150,3.9,100,"Chinese,Beverages,Desserts",Annanagar,52
323166,Alwarpet,Chennai,Food Cravings,200,2.9,80,"Chinese,Grill",Alwarpet,59
323801,Arumbakkam,Chennai,Tea Time,300,2.9,80,"Beverages,Snacks,Fast Food",Annanagar,60
324676,Shenoy Nagar,Chennai,Tito'S Pan-Tree,300,2.9,80,"Cafe,Snacks,Fast Food",Annanagar,60
324886,Nungambakkam,Chennai,Dish-Yum,250,3,20,Indian,Nungambakkam,55
325190,Annanagar East,Chennai,Myfroyoland Frozen Yogurt,300,2.9,80,"Desserts,Ice Cream",Annanagar,53
325548,Purasaiwakkam,Chennai,Compani - Great Combos,200,2.9,80,North Indian,Secretariat Colony,54
326465,Vadapalani,Chennai,Oriental Majik,200,2.9,80,Indian,Vadapalani,85
327003,Kilpauk,Chennai,Pacifica - Beverly Hotel,600,2.9,80,"Chinese,North Indian",Rajarathinam Road,49
328174,Kilpauk,Chennai,Hameedia Valima Biryani,300,2.9,80,Biryani,Kilpauk,50
328527,Perambur,Chennai,Lassi Corner,150,2.9,80,Beverages,Perambur,63
329340,Ayanavaram,Chennai,Atho Kadai,150,4.1,50,"Street Food,Burmese,Fast Food",Kilpauk,44
329461,Anna Nagar,Chennai,Bakkings Elite,300,2.9,80,"Bakery,Fast Food,Snacks,Pizzas,Italian-American",Annanagar,73
329881,T. Nagar,Chennai,The Madras Pizzeria,500,2.9,80,Pizzas,Nungambakkam,65
330550,Purasawalkam,Chennai,Id (Contemporary South Indian),400,4.1,20,"South Indian,Beverages",Purasawalkam,40
331093,Royapettah,Chennai,Pasta Brasserie,200,3.8,20,"Italian,Pizzas,Pastas,Snacks,Beverages",Kilpauk,52
331189,Purasawalkam,Chennai,Id Coffee,200,2.9,80,"Beverages,Snacks",Purasawalkam,40
331192,Purasawalkam,Chennai,Dosa & Co.,400,2.9,80,South Indian,Purasawalkam,46
331477,Royapettah,Chennai,Celebration,250,4,100,"Continental,Desserts,Beverages",Royapettah,48
331570,Shenoy Nagar,Chennai,Karaikudi Aachi Biryani,200,4.1,1000,"Biryani,Indian,Chinese",Arumbakkam,51
331585,Santhome,Chennai,The Kati Roll Shop Express,200,3.9,100,"Street Food,Mexican,Chinese",Mylapore,70
332331,Egmore,Chennai,Burgerman,400,4.4,100,"American,Snacks,Continental",Egmore,36
332843,Kodambakkam,Chennai,Kebabistaan,300,3.8,100,"Biryani,Kebabs,Desserts",Kodambakkam,70
333209,Perambur,Chennai,Popcorn House,150,2.9,80,Indian,Perambur,68
333438,Nungambakkam,Chennai,Down Sterling,200,2.9,80,"Continental,Snacks,Fast Food",Nungambakkam,59
333553,Teynampet,Chennai,Brindhavan Veg Restaurant,300,4.1,20,Indian,T Nagar,64
335152,Anna Nagar,Chennai,Hakka Xpress (Chinese),300,4.3,100,"Chinese,Fast Food,Snacks,Combo,Asian",Annanagar,71
335168,Anna Nagar,Chennai,Orange Wok,500,4,100,"Chinese,Beverages,Desserts,Combo",Annanagar,70
335636,Choolaimedu,Chennai,Zwarma,200,2.9,80,"Snacks,Fast Food,Pizzas,Arabian,Beverages",Vadapalani,62
336007,Arumbakkam,Chennai,Hold On,150,2.9,80,"Continental,Juices,Snacks,Beverages",Arumbakkam,70
336100,Shenoy Nagar,Chennai,Chaihood,100,4.4,20,"Snacks,Beverages",Annanagar,53
336146,Anna Nagar,Chennai,Alibaba Shawarma And 40 Dishes,300,4.1,100,"Arabian,Kebabs,Snacks",Annanagar,61
336514,Egmore,Chennai,Balaji Sandwich Stall,200,4.6,20,"Snacks,Continental",Egmore,40
337198,Mylapore,Chennai,Ciro'S Pizzeria,1000,4.4,100,"Pizzas,Italian,Continental,American,Desserts",Royapettah,60
337395,Mylapore,Chennai,Only Combo'S,400,2.9,80,"Chinese,Combo",Mylapore,59
338051,Raja Annamalai Puram,Chennai,Mini'S Cookhouse,300,4.4,20,"South Indian,Snacks,Fast Food",Mylapore,77
338345,Annanagar East,Chennai,Fajz Biryani Biz,200,3.6,100,"Biryani,Chinese",Annanagar,62
339221,Kolathur,Chennai,Mb Wings,300,2.9,80,Continental,Perambur,76
339245,George Town,Chennai,Cake Square,400,2.9,80,Bakery,George Town,65
339300,Old Washermanpet,Chennai,Amul Ice Creams,300,2.9,80,Ice Cream,Royapuram,57
339688,Thousand Lights,Chennai,Bun Kebab,120,2.9,80,"Kebabs,Beverages,Snacks",Royapettah,59
339828,Perambur,Chennai,Hungry Town,300,4,50,"Indian,Chinese",Perambur,54
340188,Anna Nagar,Chennai,Shawarma Kings,200,4.2,100,"Arabian,Mediterranean",Annanagar,65
340297,West Mambalam,Chennai,The Indie Frost,250,2.9,80,"Beverages,Pastas,Desserts,Healthy Food,Continental",West Mambalam,81
340417,Raja Annamalai Puram,Chennai,Madras Kebab Factory,300,2.9,80,"Indian,Chinese,Biryani,Arabian,Seafood",T Nagar,78
341023,Nandanam,Chennai,The Butterfly Effect Cafe,700,2.9,80,"Chinese,Beverages,Bakery",T Nagar,80
341438,Egmore,Chennai,Babal Da Punjabi Dabha,500,4.3,1000,"North Indian,Punjabi,Indian,Thalis,Kebabs",Purasawalkam,37
341495,Anna Nagar,Chennai,Tiktalk Cafe,250,4.1,20,Indian,Annanagar,71
341614,Tondiarpet,Chennai,Dikshan Food Corner,350,2.9,80,"South Indian,Chinese",Royapuram,77
341762,Perambur,Chennai,The Crunchy Club,150,2.9,80,Fast Food,Perambur,64
342569,Nungambakkam,Chennai,Mex It Up,500,4.1,20,"Mexican,Beverages",Nungambakkam,72
343071,Anna Nagar,Chennai,6 Flavours,300,3.5,20,"North Indian,Chinese,Tandoor,Grill,Barbecue",Annanagar,73
343220,Purasaiwakkam,Chennai,Royal Sandwich,200,4,20,Fast Food,Purasawalkam,34
343667,Egmore,Chennai,Burmese Tea House,200,3.9,100,"Snacks,Chinese",Egmore,37
345144,George Town,Chennai,Cream And Fudge,200,2.9,80,Indian,George Town,49
345184,Perambur,Chennai,The Rameez Home Kitchen,250,2.7,20,"Italian,Snacks",Perambur,70
346006,Mylapore,Chennai,Bayleaf Otg,300,4.5,50,"North Indian,Bengali,Biryani",Alwarpet,65
346051,Thousand Lights,Chennai,Trattoria By Toscano,800,4.4,500,"Italian,Pizzas,Pastas,Continental,Salads,Desserts,Beverages,Combo",Nungambakkam,51
346118,Kodungaiyur,Chennai,Arasan Bakery & Ice Cream,100,4.5,20,"Bakery,Ice Cream",Perambur,65
346588,Tiruvalleeswarar Nagar,Chennai,Sangeetha Veg (Vr Mall),200,4.2,20,Indian,Mogappair,82
348461,Anna Nagar,Chennai,Collage By Toscano,600,4.2,100,"Italian,Indian,Asian,Pizzas,Pastas,Salads,Desserts",Jawaharlal Nehru Road,82
348518,Perambur,Chennai,A M Biryani,350,3.7,20,"Biryani,Chinese,Fast Food,Snacks",Perambur,72
348560,Perambur,Chennai,Donut Hubb,300,2.9,80,"Fast Food,Beverages",Ayanavaram,69
348635,Mylapore,Chennai,Devakottai Chettinad,300,4.1,50,"Biryani,North Indian,Chinese,Snacks,Fast Food",Mylapore,56
349522,Perambur,Chennai,Chennai Classic Cakes,250,4.6,20,"Bakery,Continental,Pizzas",Perambur,58
350532,Anna Nagar,Chennai,Virudhunagar Poricha Parotta,300,3.8,100,"Biryani,Beverages,Indian",Annanagar,67
352355,Kilpauk,Chennai,Pastry Maniaa,200,4.7,100,"Desserts,Pizzas,Pastas,Continental,Bakery",Annanagar,59
352646,Kilpauk,Chennai,Dindigul Kulambu Kadai,450,4.1,100,"Chettinad,South Indian",Annanagar,51
352648,Kilpauk,Chennai,Fish N You,450,3.9,100,Seafood,Annanagar,54
353121,Arumbakkam,Chennai,Square Ruth,400,4.3,100,"American,Mexican,Pastas",Arumbakkam,69
353212,Kilpauk,Chennai,Chinese Panda,450,3.7,20,"Chinese,Fast Food",Annanagar,55
353368,Thousand Lights,Chennai,Paratha Bros By Ibis,400,4.3,100,North Indian,Anna Sailai,57
353871,Tondiarpet,Chennai,Daily Fresh Ice Creams,100,2.9,80,Ice Cream,Royapuram,70
353967,Egmore,Chennai,Platez,100,2.9,80,"Indian,Continental",Egmore,48
354877,Thousand Lights,Chennai,Dr Bubbles,350,4.4,100,"Beverages,Snacks,Juices,Bakery,Desserts",Nungambakkam,46
355245,Gopalapuram,Chennai,Degh Biryani,400,2.9,80,Biryani,Royapettah,53
355673,Perambur,Chennai,Guru Baba Store,150,4.3,100,"Snacks,Chaat",Ragava Street,52
355835,West Mambalam,Chennai,Ss Hyderabad Biryani,300,4.3,1000,Biryani,Mylapore,71
356231,Annanagar East,Chennai,Davara Coffee,100,2.9,80,Indian,Annanagar,58
356479,Balavinayagar Nagar,Chennai,Ambur Biriyani Since 1967,300,3.9,100,Biryani,Arumbakkam,55
357681,Annanagar East,Chennai,The Void,1000,4.3,20,"South Indian,North Indian,Chinese,Continental,Tandoor",Annanagar East Brindavan Colony,64
357912,Old Washermanpet,Chennai,Kfc,400,4.1,1000,"American,Snacks",Royapuram Kalmandapam,59
358102,Anna Nagar,Chennai,Pg Junk Spot,300,2.9,80,"Fast Food,Continental,Snacks,Beverages",Annanagar,74
360757,Mylapore,Chennai,Bowld,300,4.3,100,South Indian,Mylapore,64
361549,Anna Nagar West Extension,Chennai,Kobe Sizzlers,500,4.5,20,"Chinese,Continental,Fast Food",Annanagar,89
361692,T. Nagar,Chennai,Pulusu T Nagar,500,3.9,100,"Andhra,Indian,Tandoor,Beverages,Chinese,Biryani,Hyderabadi",T Nagar,70
362050,Kodambakkam,Chennai,Komala`S Kitchen,500,2.9,80,South Indian,Kodambakkam,72
362366,Kilpauk,Chennai,Desii Firangi,280,4.1,20,"Chinese,Indian,Italian,Chaat",Kilpauk,46
363011,Anna Nagar,Chennai,Habibi,900,4.1,20,"Arabian,Barbecue,Afghani,Combo,Greek,Grill",Annanagar,72
363359,Perambur,Chennai,Ss Muslim Briyani,250,3.9,100,"Biryani,Chinese,South Indian",Perambur,57
363639,Annanagar East,Chennai,Classic Rider Cafe,250,3.5,20,Indian,Annanagar,64
364331,Anna Nagar,Chennai,The Living Room,1200,4.5,50,"South Indian,North Indian,Tandoor,Mediterranean,Continental,Mongolian",Annanagar,68
364641,Teynampet,Chennai,The Big Eat,400,4.2,50,"Continental,Asian,Italian",Alwarpet,64
364811,T. Nagar,Chennai,Khalids Biriyani,500,4,500,Biryani,T Nagar,66
364970,Cit Nagar,Chennai,The Royal Snacks,200,2.9,80,Pizzas,T Nagar,81
365680,Mandaveli,Chennai,Kaapi Zone,200,2.9,80,"Snacks,Beverages,Chinese",Mylapore,72
366043,Koyambedu,Chennai,Keerthana Food Center,200,2.9,80,"Biryani,Chinese,Indian",Koyambedu,77
366441,Teynampet,Chennai,Krunchees,300,2.9,80,"Chinese,Biryani,Chaat,Beverages",Alwarpet,73
367108,Villivakkam,Chennai,Csoning Shawarmas,200,2.9,80,Fast Food,Nungambakkam,69
367297,Tiruvalleeswarar Nagar,Chennai,Monkey Bar,1400,2.9,80,"North Indian,American,European,Asian",Vr Chennai Clock Tower Street,91
368072,Nungambakkam,Chennai,Kev'S Abra'Kebab'Ra - The Kebab Shack,350,4.4,20,"Kebabs,Chinese,Tandoor,Grill",Nungambakkam,57
368565,Kodambakkam,Chennai,Stone Age Bbq'S,450,2.9,80,"Indian,Chinese,Tandoor",Kodambakkam,76
368651,T. Nagar,Chennai,The Tap House,400,2.9,80,"Chinese,Continental,Tandoor",T Nagar,78
368887,Wallace Garden,Chennai,Coffee? Since 1999,600,4.7,100,"Beverages,Continental,Italian,Desserts",Royapettah,50
369124,Perambur,Chennai,Cake Feast,300,4.4,100,"Desserts,Bakery",Kolathur,68
369125,Perambur,Chennai,Metro Cakes,300,4.5,20,Desserts,Kolathur,68
369448,Gandhi Nagar,Chennai,Atithi Restaurant,250,4.1,100,"Indian,Bengali",Nungambakkam,39
369743,Kilpauk,Chennai,Fusion Kitchen,300,4.3,100,"Chinese,Beverages",Annanagar,60
370034,T. Nagar,Chennai,The Smoothie Cult,160,2.9,80,"Beverages,Juices,South Indian",T Nagar,74
370318,Kodungaiyur,Chennai,Khan Bhai Biriyani,280,4.1,100,"Biryani,Chinese",Perambur,63
370527,Annamalai Colony,Chennai,The Kathi Roll Jail,300,4,50,"Fast Food,Snacks",Vadapalani,83
370900,Gopalapuram,Chennai,Jd Cafe,300,3.3,20,"Juices,Beverages,Snacks,Desserts",Royapettah,53
370913,Perambur,Chennai,Metro Burger,350,4.2,20,Indian,Perambur,73
371156,Peravallur,Chennai,Hotel Friends Food Court,250,4.1,100,"South Indian,North Indian,Chinese",Peravallur,60
371393,Perambur,Chennai,The Cake Centre,300,4.3,50,Bakery,Perambur,67
371652,Purasaiwakkam,Chennai,Mad Over Donuts,200,4,50,"Desserts,Sweets,Bakery",Purasaiwakkam,47
371799,Aminjikarai,Chennai,Big Show Restaurant,300,2.9,80,Indian,Arumbakkam,61
372310,Thousand Lights,Chennai,Cookie Man,200,2.9,80,"Australian,Bakery,Snacks",Royapettah,52
372429,Gandhi Nagar,Chennai,Cafe Dig In,800,2.9,80,"Continental,Desserts,Beverages",Nungambakkam,56
372669,T. Nagar,Chennai,Fipola Grill House,350,3.3,100,"Grill,Seafood,Arabian",T Nagar,65
372994,Ponniammanmedu,Chennai,Lassi Shop - Kolathur,200,4.2,100,"Ice Cream,Beverages,Snacks",Perambur,66
374113,Anna Nagar,Chennai,Taste Of Italy,300,4.3,20,Italian-American,Annanagar,70
374134,Alwarpet,Chennai,Bread And Chocolate,300,4.6,100,"Bakery,Desserts,Fast Food,Snacks",Alwarpet,65
374173,Nungambakkam,Chennai,Burmese Cafe,280,3.9,50,"Indian,Chinese,Burmese",Nungambakkam,49
374368,Kodungaiyur,Chennai,Italian Kings Park,350,2.9,80,"Italian,Snacks",Perambur,70
375404,Kodungaiyur,Chennai,Shero Home - Sambar Poriyal & Rasam,350,4.1,50,"South Indian,Home Food,Healthy Food,Desserts",Madhavaram - Manali,84
375485,Mylapore,Chennai,Thirsty Inc.,250,2.9,80,"Beverages,Juices",Mylapore,71
375592,Anna Nagar,Chennai,Erode Amman Mess,300,4.3,1000,"North Indian,South Indian,Biryani",Annanagar,65
375657,Vadapalani,Chennai,Yummioza Chinese Restaurant,300,2.9,80,Chinese,Vadapalani,80
375776,Anna Nagar,Chennai,Biggies Burger,300,4.1,100,"Fast Food,Beverages,American",Annanagar,70
376069,Annamalai Colony,Chennai,The Chinese Mealbox (Cmb),300,4,100,Chinese,Vadapalani,88
376099,Anna Nagar,Chennai,Kerala Kitchen,200,4,100,"South Indian,Chinese",Annanagar,67
376161,Anna Nagar,Chennai,Chinese Wox,300,4.6,100,Chinese,Annanagar,68
376190,Anna Nagar,Chennai,Madurai Military Hotel,300,4.2,100,"South Indian,Biryani",Annanagar,63
376202,Anna Nagar,Chennai,Bangkok Bae,300,4.4,50,"Asian,Thai",Annanagar,68
376260,Nungambakkam,Chennai,Junior Kuppanna,400,4.1,1000,"Biryani,South Indian,North Indian",Nungambakkam,59
376364,Anna Nagar,Chennai,The New Punjab Club,300,4.6,20,North Indian,Annanagar,66
376487,Washermanpet,Chennai,Hotel Pandian,300,3.7,100,"Biryani,South Indian,Chinese,Seafood",Washermenpet,61
376491,Kilpauk,Chennai,London Dessert Co,300,3.8,100,"Desserts,Beverages,Snacks",Kilpauk,40
376645,Koyambedu,Chennai,Firewood Briyani,350,2.9,80,"Biryani,Indian,Chinese,Tandoor",Arumbakkam,74
376990,Perambur,Chennai,Delight Cake Treat,400,2.9,80,"Bakery,Desserts",Perambur,53
377056,T Nagar,Chennai,The Earthen Foods,300,3.3,20,"Biryani,Italian,Chinese",T Nagar,70
377134,T Nagar,Chennai,Subhodayam Restaurant,300,3.9,50,"Chinese,South Indian,Andhra,Biryani,Desserts",T Nagar,64
377176,Nehru Stadium Dark Kitchen Metro Manor Sydenhams,Chennai,Wow! Momo,300,4.2,100,"Tibetan,Fast Food,Healthy Food,Asian,Chinese,Snacks,Continental,Desserts,Beverages",Sydenhams Road,30
377576,Alwarpet,Chennai,Svah Express,500,4.2,50,"Indian,Continental,Desserts,Beverages",Alwarpet,77
377877,Perambur,Chennai,Ziyach Atho Kadai,200,4.2,50,"Street Food,Chinese,Indian",Perambur,53
378112,Kilpauk,Chennai,Kites Pure Veg Restaurant,280,2.9,80,Indian,Kilpauk,51
378205,Annanagar,Chennai,The Asian Hive,300,4.3,100,"Chinese,Thai,Asian",Annanagar,63
378734,T Nagar,Chennai,The Degh Story,900,2.9,80,"North Indian,Biryani,Hyderabadi,Indian",City Centre,80
379083,Perambur,Chennai,Hotel Vada Chennai,350,3.8,50,"Arabian,South Indian,Grill,Barbecue,Chinese,Biryani,Combo,Ice Cream,Juices,Beverages",Perambur,53
379121,Mylapore,Chennai,The Nosh,200,2.9,80,"Fast Food,Beverages,Indian,Tandoor",Mylapore,67
379224,Annanagar,Chennai,Gita'S Homemade,200,2.9,80,"Andhra,South Indian,Indian",Annanagar,72
379342,Alwarpet,Chennai,Flipside (Burgers And Sides),750,4.4,100,American,Alwarpet,68
379718,Perambur,Chennai,Adyar Vaishanava S Thattu Idli Kadai,300,4.1,100,South Indian,Perambur,62
380069,Annanagar,Chennai,Sumac - Middle Eastern Medley,400,3.9,20,"Continental,Snacks,Salads",5Th Street Nehru Nagar 13Th Main Road,77
380114,Annanagar,Chennai,Grillsmith - Flamin' Fare,400,4.3,20,"Continental,North Indian,South Indian,Chinese",Annanagar,78
381060,Chennai,Chennai,Fb Cakes Royapuram,200,4.1,100,Bakery,Royapuram,62
381792,Nungambakkam,Chennai,The Break Room,300,2.9,80,"Beverages,Snacks,Fast Food,Chaat,Ice Cream",Nungambakkam,51
381804,Annanagar,Chennai,Abang Raju'S Nasi Goreng,350,2.9,80,"Singaporean,Malaysian",Annanagar,75
381825,Royapettah,Chennai,The New Moghal Biriyani,300,2.9,80,"Biryani,Indian,Chinese",Royapettah,44
382190,Kilpauk,Chennai,Chai Garden,200,2.9,80,"South Indian,Beverages",Kodumbakkam,63
382194,Kodambakkam,Chennai,Tommys Kitchen,300,2.9,80,"Chinese,Indian,Kebabs",Kodumbakkam,65
382216,Kilpauk,Chennai,Madras Momos,200,2.9,80,"Chinese,Combo,Beverages",Kilpauk,65
382978,George Town,Chennai,Taj Biriyani Center,400,2.9,80,"Street Food,Biryani,Indian",George Town,60
383044,Perambur,Chennai,Billy'S,200,2.9,80,"Indian,American,Italian,Continental",Perambur,81
383270,Egmore,Chennai,Bismi Kebab Corner,200,2.9,80,"Biryani,Indian,Chinese",Egmore,46
383275,Nungambakkam,Chennai,Flavour Of Chettinadu,150,2.9,80,"Biryani,Chettinad,South Indian",Nungambakkam,54
383290,Nungambakkam,Chennai,Dumbir By Kappa Chakka Kandhari,600,4.3,100,"Biryani,South Indian,North Indian",Nungambakkam,52
383421,Alwarpet,Chennai,Chinese Baba,300,2.9,80,"Biryani,Barbecue,Chettinad,Chinese",Alwarpet,68
384598,Kodambakkam,Chennai,Max Restaurant,300,2.9,80,"Chinese,Snacks,Desserts,Beverages",Kodambakkam,68
385371,T Nagar,Chennai,Ab S-Absolute Barbecues,500,3.2,50,"North Indian,Mughlai,Chinese,Biryani,Grill,Barbecue,Seafood,Burmese",T Nagar,72
385607,George Town,Chennai,Turban Mughal Restaurant,700,4.4,50,Biryani,George Town,58
385802,T Nagar,Chennai,Dank,1500,2.9,80,Continental,T Nagar,77
386066,Kilpauk,Chennai,Sri Vaishnavaa'S Chat Shop,250,4.4,100,"North Indian,Snacks,Chaat",Kilpauk,47
386088,Nungambakkam,Chennai,The Thief,1200,2.9,80,"Continental,Thai,Italian,Asian,Indian,American",Nungambakkam,65
386270,Nungambakkam,Chennai,Darjeeling Cafe,300,4.4,100,"Street Food,Chinese,Tibetan,North Eastern,Fast Food",Nungambakkam,54
386565,Alwarpet,Chennai,Cheap & Best Kitchen,500,2.9,80,"Biryani,North Indian",Mylapore,63
386867,Royapettah,Chennai,90Ml,150,4.3,50,Beverages,Royapettah,53
387535,Perambur,Chennai,Maniammal Catering & Homemade Food,200,4.1,50,South Indian,Perambur,83
387880,Perambur,Chennai,Csoning Shawarma Perambur,200,2.9,80,Arabian,Perambur,67
387905,Nungambakkam,Chennai,Heavens Park Restaurant,300,4.3,50,"Biryani,Chinese,Arabian,Indian",Nungambakkam,52
388040,George Town,Chennai,Mathaji Ice Creams,100,2.9,80,"Ice Cream,Desserts",George Town,56
388602,Perambur,Chennai,Niyaz Biriyani,300,2.9,80,"Biryani,Chinese,South Indian",Perambur,67
388667,Nungambakkam,Chennai,Ottoman Baklava,500,4.4,100,North Indian,Nungambakkam,46
389596,Nungambakkam,Chennai,Thoothukudi Macroon,100,4.1,20,"Snacks,Sweets",Nungambakkam,53
390394,George Town,Chennai,Frozen Cafe Juices & Ice Cream,100,2.9,80,Indian,George Town,58
391770,Perambur,Chennai,Jimmy'S Kitchen,300,2.9,80,"Arabian,Chinese,Tandoor,Grill,Combo,Beverages",Perambur,63
392605,Purasawalkam,Chennai,Kwality Walls Frozen Dessert And Ice Cream Shop,300,4.2,50,Ice Cream,Purasawalkam High Rd,37
392850,T Nagar,Chennai,Hotel Harish,300,4,20,"North Indian,Tandoor,Chinese,South Indian",T Nagar,72
393148,Annanagar,Chennai,Sree Gupta Bhavan,200,4.3,100,North Indian,Annanagar,64
393526,Annanagar,Chennai,Artinci - Indulge Guilt Free!,200,4.2,100,"Ice Cream,Healthy Food,Keto,Desserts,Snacks,Beverages,Bakery",Annanagar,66
393560,Royapettah,Chennai,Bismilla Fine Dining,250,3.2,100,"Biryani,Chinese,Indian,Combo,North Indian",Royapettah,50
393891,T Nagar,Chennai,Magil Annam,250,4.4,20,"South Indian,Biryani,Seafood,Fast Food",T Nagar,66
394067,Old Wasermenpet,Chennai,Tn 03 Cafe,300,2.9,80,"Pizzas,Continental,Desserts,Snacks,Beverages",Thiruvottiyur High Rd,63
394231,Alwarpet,Chennai,Mearth Cafe,500,4.6,20,Healthy Food,Alwarpet,78
394334,Perambur,Chennai,Neythal Restaurant,300,4.2,20,"Biryani,Chinese,Indian",Perambur,69
395067,Annanagar,Chennai,The Sandwich Club,150,2.9,80,"Fast Food,Chaat,Juices,Beverages",Annanagar,73
395319,Egmore,Chennai,Mcdonald'S Gourmet Burger Collection,600,4.3,100,"American,Continental,Fast Food,Desserts,Beverages",Spencer,40
396592,Vishnu Garden,Chennai,Kadalsaar Unavagam,400,2.9,80,"Biryani,South Indian",Lolathur,75
397567,Annanagar,Chennai,Le Roll Factorie,300,2.9,80,"Chinese,North Indian,Continental",Annanagar,69
397812,Annanagar,Chennai,Mlr Restaurant,450,2.9,80,"Indian,Biryani,Asian,Tandoor,Grill,Barbecue",Annanagar,61
398257,Alwarpet,Chennai,The Old Mirchi Biryani,700,4.3,500,"Hyderabadi,Biryani,Indian,Tandoor,Chinese",Alwarpet,60
398723,Royapettah,Chennai,Ponnusamy Hotel Royapettah,400,4.2,100,"South Indian,Biryani,North Indian,Chettinad",Royapettah,50
398873,Purasawalkam,Chennai,Tropical Fast Food,280,2.9,80,"Chinese,Arabian,Indian,Tandoor",Purasawalkam,40
401500,Nungambakkam,Chennai,Al Baik,500,3.3,20,Indian,Nungambakkam,40
402101,George Town,Chennai,Lassi N Spicy,200,3.8,50,"Beverages,Juices,Ice Cream,Snacks,American,Arabian,Grill",Tondiarpet,61
404220,Vadapalani,Chennai,Sri Balaji Foods And Snacks,180,2.9,80,"Snacks,Desserts,Juices,Beverages",West Mambalam,82
404251,Dr.Radhakrishnan Salai-Mylapore,Chennai,Madrass Marina Mess,300,3.9,100,"Indian,Biryani,Sweets,Beverages,Tandoor",Mylapore,54
404761,Arumbakkam,Chennai,Jack N Jill Foods,300,2.9,80,"Chinese,Indian,Biryani",Arumbakkam,62
404815,Nungambakkam,Chennai,Hotel Virudhunagar Elite,150,2.9,80,"Chinese,Biryani,Indian",Nungambakkam,57
405340,Annanagar,Chennai,Cafe Express,280,2.9,80,"Pastas,Chinese,Waffle",Annanagar,72
405352,T Nagar,Chennai,Gnanambiga Veg,200,4.4,500,"South Indian,North Indian,Chaat,Sweets",T Nagar,73
405458,Vadapalani,Chennai,Smiley,200,2.9,80,Chinese,Vadapalani,90
405502,T Nagar,Chennai,Sin & Tonic,1000,2.9,80,"Continental,Indian,Chinese",T Nagar,74
405573,Perambur,Chennai,Chai World,250,4.4,50,"Beverages,Snacks",Perambur,52
406328,Chennai,Chennai,Perambur Sri Srinivasa Sweets And Snacks,200,4.4,100,"Sweets,Chaat,Juices",Arumbakkam,61
406351,Annanagar,Chennai,The Sugar Free Keto Kafe - By Artinci,200,4.4,50,"Bakery,Beverages,Desserts",Annanagar,64
406903,Arumbakkam,Chennai,Burmese Kitchen,100,3.7,50,Burmese,Arumbakkam,67
407191,Royapettah,Chennai,Flameh Shawarma,220,2.9,80,"Arabian,Beverages",Royapettah,53
407244,Purasawalkam,Chennai,La Pino'Z Pizza,300,4.2,100,Pizzas,Purasawalkam,51
407691,Annanagar,Chennai,Cake Fairy,250,2.9,80,"Bakery,Beverages,Pizzas",Annanagar,62
407755,George Town,Chennai,Sandwich Square,200,4.3,50,"Snacks,Pastas,Fast Food,Beverages",George Town,62
408335,Kilpauk,Chennai,Ponnusamy Hotel  Elite,300,4.2,100,Chinese,Kilpauk,48
408439,Nungambakkam,Chennai,Jamie'S All Day Breakfast,250,4.4,50,"American,Fast Food,Beverages",Nungambakkam,45
408721,Nungambakkam,Chennai,Hotel Sri Guru,280,4.2,20,Indian,Nungambakkam,53
409663,Mylapore,Chennai,Biriyani Venuma,400,2.9,80,"Biryani,Indian,Chinese",Mylapore,66
410832,Srinivas Towers,Chennai,Haka,500,4.3,20,"Chinese,Asian,Seafood",Srinivas Towers,70
411090,Arumbakkam,Chennai,Joes Gourmet,300,4.3,50,Continental,Arumbakkam,56
411349,Perambur,Chennai,Lets Eat,300,2.9,80,"Chinese,Snacks,Indian",Perambur,58
411757,Annanagar,Chennai,Continent Vegetaria,200,2.9,80,"Snacks,Beverages",Annanagar,84
411929,Villivakkam,Chennai,Syeds Biriyani And Fast Food,250,2.9,80,"Chinese,Indian,Biryani",Villivakkam,71
412054,Alwarpet,Chennai,Southside Taco,500,4.4,100,"Mexican,Desserts,Beverages,Snacks",Raja Annamalai Puram,69
412432,Vadapalani,Chennai,Mystery Of Brew,200,2.9,80,Indian,Vadapalani,78
